source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	louvain_group
GO:BP	GO:0051093	negative regulation of developmental process	0.009779081461681799	True	"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	923	24	8	21010	0.3333333333333333	0.00866738894907909	query_1	['GO:0032502', 'GO:0048519', 'GO:0050793']	4
GO:BP	GO:0060537	muscle tissue development	0.010415811287444884	True	"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]"	414	24	6	21010	0.25	0.014492753623188406	query_1	['GO:0009888']	4
GO:BP	GO:0048523	negative regulation of cellular process	0.01144276397826161	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5511	24	17	21010	0.7083333333333334	0.0030847396116857194	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	4
GO:BP	GO:0048518	positive regulation of biological process	0.011544065850948707	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	6253	30	21	21010	0.7	0.003358387973772589	query_1	['GO:0008150', 'GO:0050789']	4
GO:BP	GO:0061061	muscle structure development	0.012846772550631113	True	"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]"	669	24	7	21010	0.2916666666666667	0.01046337817638266	query_1	['GO:0048856']	4
GO:BP	GO:0061439	kidney vasculature morphogenesis	0.012899747088368215	True	"""The process in which the kidney vasculature is generated and organized. Morphogenesis pertains to the creation of form."" [GOC:dph, GOC:mtg_kidney_jan10]"	8	11	2	21010	0.18181818181818182	0.25	query_1	['GO:0009653', 'GO:0061438', 'GO:0061440']	4
GO:BP	GO:0061438	renal system vasculature morphogenesis	0.012899747088368215	True	"""The process in which the renal system vasculature is generated and organized. Morphogenesis pertains to the creation of form."" [GOC:dph, GOC:mtg_kidney_jan10, PMID:11891195]"	8	11	2	21010	0.18181818181818182	0.25	query_1	['GO:0009653', 'GO:0061437']	4
GO:BP	GO:0048522	positive regulation of cellular process	0.013453546098314303	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5711	30	20	21010	0.6666666666666666	0.003502013657853266	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	4
GO:BP	GO:0048863	stem cell differentiation	0.013593526022521393	True	"""The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [CL:0000034, GOC:isa_complete]"	245	24	5	21010	0.20833333333333334	0.02040816326530612	query_1	['GO:0030154']	4
GO:BP	GO:2000137	negative regulation of cell proliferation involved in heart morphogenesis	0.01387581612463631	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell proliferation involved in heart morphogenesis."" [GOC:dph]"	4	24	2	21010	0.08333333333333333	0.5	query_1	['GO:0008285', 'GO:0061323', 'GO:2000136']	4
GO:BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.014623035534854872	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	371	28	6	21010	0.21428571428571427	0.016172506738544475	query_1	['GO:0007167']	4
GO:BP	GO:0032963	collagen metabolic process	0.015016349755489421	True	"""The chemical reactions and pathways involving collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."" [GOC:mah, ISBN:0198506732]"	101	27	4	21010	0.14814814814814814	0.039603960396039604	query_1	['GO:0008152']	4
GO:BP	GO:0055007	cardiac muscle cell differentiation	0.015400941729126153	True	"""The process in which a cardiac muscle precursor cell acquires specialized features of a cardiac muscle cell. Cardiac muscle cells are striated muscle cells that are responsible for heart contraction."" [GOC:devbiol, GOC:mtg_heart]"	115	24	4	21010	0.16666666666666666	0.034782608695652174	query_1	['GO:0035051', 'GO:0048738', 'GO:0051146']	4
GO:BP	GO:0048732	gland development	0.015537553000736413	True	"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]"	444	24	6	21010	0.25	0.013513513513513514	query_1	['GO:0048513']	4
GO:BP	GO:0040011	locomotion	0.016203531679996473	True	"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]"	1225	20	8	21010	0.4	0.006530612244897959	query_1	['GO:0008150']	4
GO:BP	GO:0072102	glomerulus morphogenesis	0.016580652236310618	True	"""The process in which the anatomical structures of the glomerulus are generated and organized. The glomerulus is a capillary tuft surrounded by Bowman's capsule in nephrons of the vertebrate kidney."" [GOC:mtg_kidney_jan10]"	9	11	2	21010	0.18181818181818182	0.2222222222222222	query_1	['GO:0009653', 'GO:0032835']	4
GO:BP	GO:0003161	cardiac conduction system development	0.016892849513610326	True	"""The process whose specific outcome is the progression of the cardiac conduction system over time, from its formation to the mature structure. The cardiac conduction system consists of specialized cardiomyocytes that regulate the frequency of heart beat."" [GOC:mtg_heart]"	36	24	3	21010	0.125	0.08333333333333333	query_1	['GO:0048738']	4
GO:BP	GO:0060325	face morphogenesis	0.016957251446563647	True	"""The process in which the anatomical structures of the face are generated and organized. The face is the ventral division of the head."" [GOC:dph]"	32	27	3	21010	0.1111111111111111	0.09375	query_1	['GO:0009653', 'GO:0060323', 'GO:0060324']	4
GO:BP	GO:0001649	osteoblast differentiation	0.017721754022545298	True	"""The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."" [CL:0000062, GO_REF:0000034, GOC:jid]"	228	27	5	21010	0.18518518518518517	0.021929824561403508	query_1	['GO:0001503', 'GO:0030154']	4
GO:BP	GO:0001936	regulation of endothelial cell proliferation	0.018014441306794533	True	"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]"	139	7	3	21010	0.42857142857142855	0.02158273381294964	query_1	['GO:0001935', 'GO:0050678']	4
GO:BP	GO:0035295	tube development	0.018204042550650425	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1084	29	9	21010	0.3103448275862069	0.008302583025830259	query_1	['GO:0007275', 'GO:0048856']	4
GO:BP	GO:0050678	regulation of epithelial cell proliferation	0.01951539837951792	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	365	9	4	21010	0.4444444444444444	0.010958904109589041	query_1	['GO:0042127', 'GO:0050673']	4
GO:CC	GO:0005583	fibrillar collagen trimer	0.019715329257815727	True	"""Any triple helical collagen trimer that forms fibrils."" [GOC:mah, ISBN:0721639976, PMID:21421911]"	12	27	2	22090	0.07407407407407407	0.16666666666666666	query_1	['GO:0005581', 'GO:0098643']	4
GO:CC	GO:0098643	banded collagen fibril	0.019715329257815727	True	"""A supramolecular assembly of fibrillar collagen complexes in the form of a long fiber (fibril) with transverse striations (bands)."" [GOC:dos, PMID:21421911]"	12	27	2	22090	0.07407407407407407	0.16666666666666666	query_1	['GO:0098644', 'GO:0099512']	4
GO:BP	GO:0035113	embryonic appendage morphogenesis	0.020101573219133247	True	"""The process, occurring in the embryo, by which the anatomical structures of the appendage are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]"	123	24	4	21010	0.16666666666666666	0.032520325203252036	query_1	['GO:0035107', 'GO:0048598']	4
GO:BP	GO:0030326	embryonic limb morphogenesis	0.020101573219133247	True	"""The process, occurring in the embryo, by which the anatomical structures of the limb are generated and organized. A limb is an appendage of an animal used for locomotion or grasping."" [GOC:bf, GOC:jl, ISBN:0395825172]"	123	24	4	21010	0.16666666666666666	0.032520325203252036	query_1	['GO:0035108', 'GO:0035113']	4
GO:BP	GO:0022603	regulation of anatomical structure morphogenesis	0.020168841319205925	True	"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]"	866	14	6	21010	0.42857142857142855	0.006928406466512702	query_1	['GO:0009653', 'GO:0050793']	4
GO:BP	GO:0007423	sensory organ development	0.02075041484443241	True	"""The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."" [GOC:go_curators]"	606	28	7	21010	0.25	0.01155115511551155	query_1	['GO:0048513']	4
GO:BP	GO:0030510	regulation of BMP signaling pathway	0.02114001824309321	True	"""Any process that modulates the frequency, rate or extent of the activity of any BMP receptor signaling pathway."" [GOC:mah]"	106	28	4	21010	0.14285714285714285	0.03773584905660377	query_1	['GO:0030509', 'GO:0090092', 'GO:0090287']	4
GO:BP	GO:0001503	ossification	0.022392850033146883	True	"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:mtg_mpo, PMID:17572649]"	416	27	6	21010	0.2222222222222222	0.014423076923076924	query_1	['GO:0032501']	4
GO:BP	GO:0003231	cardiac ventricle development	0.022812852055472323	True	"""The process whose specific outcome is the progression of a cardiac ventricle over time, from its formation to the mature structure. A cardiac ventricle receives blood from a cardiac atrium and pumps it out of the heart."" [GOC:mtg_heart]"	127	24	4	21010	0.16666666666666666	0.031496062992125984	query_1	['GO:0003205']	4
GO:MF	GO:0005201	extracellular matrix structural constituent	0.02378350470529507	True	"""The action of a molecule that contributes to the structural integrity of the extracellular matrix."" [GOC:mah]"	167	27	4	20139	0.14814814814814814	0.023952095808383235	query_1	['GO:0005198']	4
GO:BP	GO:0032967	positive regulation of collagen biosynthetic process	0.025117407603982365	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]"	25	5	2	21010	0.4	0.08	query_1	['GO:0009891', 'GO:0010714', 'GO:0032964', 'GO:0032965']	4
GO:BP	GO:0060412	ventricular septum morphogenesis	0.025126611773440898	True	"""The developmental process in which a ventricular septum is generated and organized. A ventricular septum is an anatomical structure that separates the lower chambers (ventricles) of the heart from one another."" [GOC:dph]"	41	24	3	21010	0.125	0.07317073170731707	query_1	['GO:0003281', 'GO:0060411']	4
GO:BP	GO:0003203	endocardial cushion morphogenesis	0.025126611773440898	True	"""The process in which the anatomical structure of the endocardial cushion is generated and organized. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."" [GOC:mtg_heart]"	41	24	3	21010	0.125	0.07317073170731707	query_1	['GO:0003007', 'GO:0003197', 'GO:0072132']	4
GO:BP	GO:0050767	regulation of neurogenesis	0.025589958330449625	True	"""Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system."" [GOC:ai]"	383	18	5	21010	0.2777777777777778	0.013054830287206266	query_1	['GO:0022008', 'GO:0051960', 'GO:0060284']	4
GO:BP	GO:0048519	negative regulation of biological process	0.026835775804197024	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5913	28	19	21010	0.6785714285714286	0.003213258921021478	query_1	['GO:0008150', 'GO:0050789']	4
GO:BP	GO:0010714	positive regulation of collagen metabolic process	0.027207932994314718	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]"	26	5	2	21010	0.4	0.07692307692307693	query_1	['GO:0009893', 'GO:0010712', 'GO:0032963']	4
GO:BP	GO:0051098	regulation of binding	0.0278548799258607	True	"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	367	19	5	21010	0.2631578947368421	0.013623978201634877	query_1	['GO:0065009']	4
GO:CC	GO:0062023	collagen-containing extracellular matrix	0.02869039160687218	True	"""An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells."" [GOC:BHF, GOC:rph, PMID:21123617]"	419	27	5	22090	0.18518518518518517	0.011933174224343675	query_1	['GO:0031012']	4
GO:BP	GO:0060323	head morphogenesis	0.028693134359831615	True	"""The process in which the anatomical structures of the head are generated and organized. The head is the anterior-most division of the body."" [GOC:dph]"	38	27	3	21010	0.1111111111111111	0.07894736842105263	query_1	['GO:0009653', 'GO:0010171', 'GO:0060322']	4
GO:BP	GO:0035989	tendon development	0.029000481827024638	True	"""The process whose specific outcome is the progression of a tendon over time, from its formation to the mature structure. A tendon is a fibrous, strong, connective tissue that connects muscle to bone or integument and is capable of withstanding tension. Tendons and muscles work together to exert a pulling force."" [GOC:yaf, PMID:21412429, UBERON:0000043]"	6	22	2	21010	0.09090909090909091	0.3333333333333333	query_1	['GO:0061448']	4
GO:BP	GO:0001935	endothelial cell proliferation	0.029042896887190143	True	"""The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [GOC:add, ISBN:0781735149]"	163	7	3	21010	0.42857142857142855	0.018404907975460124	query_1	['GO:0050673']	4
GO:BP	GO:0045843	negative regulation of striated muscle tissue development	0.03186112833564552	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of striated muscle development."" [GOC:go_curators]"	8	17	2	21010	0.11764705882352941	0.25	query_1	['GO:0014706', 'GO:0016202', 'GO:0048635', 'GO:1901862']	4
GO:BP	GO:0003002	regionalization	0.03248263738904319	True	"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]"	427	28	6	21010	0.21428571428571427	0.01405152224824356	query_1	['GO:0007389']	4
GO:BP	GO:0030513	positive regulation of BMP signaling pathway	0.03473986933668215	True	"""Any process that activates or increases the frequency, rate or extent of BMP signaling pathway activity."" [GOC:go_curators]"	39	28	3	21010	0.10714285714285714	0.07692307692307693	query_1	['GO:0030509', 'GO:0030510', 'GO:0090100']	4
GO:BP	GO:0060976	coronary vasculature development	0.035542566567189064	True	"""The process whose specific outcome is the progression of the blood vessels of the heart over time, from its formation to the mature structure."" [GOC:mtg_heart]"	48	23	3	21010	0.13043478260869565	0.0625	query_1	['GO:0001568', 'GO:0007507']	4
GO:BP	GO:0050680	negative regulation of epithelial cell proliferation	0.040110016560694066	True	"""Any process that stops, prevents or reduces the rate or extent of epithelial cell proliferation."" [GOC:ai]"	136	9	3	21010	0.3333333333333333	0.022058823529411766	query_1	['GO:0008285', 'GO:0050673', 'GO:0050678']	4
GO:CC	GO:0030139	endocytic vesicle	0.04068061107913757	True	"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]"	342	8	3	22090	0.375	0.008771929824561403	query_1	['GO:0031410']	4
GO:BP	GO:0050673	epithelial cell proliferation	0.0407341546582876	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	440	9	4	21010	0.4444444444444444	0.00909090909090909	query_1	['GO:0008283']	4
GO:BP	GO:0048635	negative regulation of muscle organ development	0.04094481126771047	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of muscle development."" [GOC:go_curators]"	9	17	2	21010	0.11764705882352941	0.2222222222222222	query_1	['GO:0007517', 'GO:0048634', 'GO:0051093', 'GO:0051241']	4
GO:CC	GO:0005581	collagen trimer	0.04108105316008423	True	"""A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."" [GOC:dos, GOC:mah, ISBN:0721639976, PMID:19693541, PMID:21421911]"	93	27	3	22090	0.1111111111111111	0.03225806451612903	query_1	['GO:0032991']	4
GO:BP	GO:0035051	cardiocyte differentiation	0.0416886056892406	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cell that will form part of the cardiac organ of an individual."" [GOC:bf]"	148	24	4	21010	0.16666666666666666	0.02702702702702703	query_1	['GO:0007507', 'GO:0030154']	4
GO:BP	GO:0034329	cell junction assembly	0.04333953421674302	True	"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]"	447	9	4	21010	0.4444444444444444	0.008948545861297539	query_1	['GO:0022607', 'GO:0034330']	4
GO:BP	GO:0035108	limb morphogenesis	0.04394520523367723	True	"""The process in which the anatomical structures of a limb are generated and organized. A limb is a paired appendage of a tetrapod used for locomotion or grasping."" [UBERON:0002101]"	150	24	4	21010	0.16666666666666666	0.02666666666666667	query_1	['GO:0035107', 'GO:0060173']	4
GO:BP	GO:0035107	appendage morphogenesis	0.04394520523367723	True	"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]"	150	24	4	21010	0.16666666666666666	0.02666666666666667	query_1	['GO:0009653', 'GO:0048736']	4
GO:BP	GO:0048468	cell development	0.044835040370374724	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2762	18	10	21010	0.5555555555555556	0.003620564808110065	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']	4
GO:BP	GO:0060592	mammary gland formation	0.04846372594189998	True	"""The process pertaining to the initial formation of the mammary gland from unspecified parts. The process begins with formation of the mammary line and ends when the solid mammary bud invades the primary mammary mesenchyme."" [GOC:dph, PMID:16168142, PMID:17120154]"	7	24	2	21010	0.08333333333333333	0.2857142857142857	query_1	['GO:0048646', 'GO:0060443']	4
GO:BP	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	0.048463725941900036	True	"""The multiplication or reproduction of blood vessel endothelial cells, resulting in the expansion of a cell population contributing to sprouting angiogenesis."" [GOC:dph, GOC:tb, PMID:16391003]"	24	7	2	21010	0.2857142857142857	0.08333333333333333	query_1	['GO:0001935', 'GO:0002040']	4
GO:BP	GO:0032965	regulation of collagen biosynthetic process	0.049768755114591945	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]"	35	5	2	21010	0.4	0.05714285714285714	query_1	['GO:0009889', 'GO:0010712', 'GO:0032964']	4
GO:CC	GO:0022626	cytosolic ribosome	7.017539929641367e-23	True	"""A ribosome located in the cytosol."" [GOC:mtg_sensu]"	110	30	14	22090	0.4666666666666667	0.12727272727272726	query_1	['GO:0005829', 'GO:0005840']	5
GO:BP	GO:0002181	cytoplasmic translation	1.65879121951427e-19	True	"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]"	154	30	14	21010	0.4666666666666667	0.09090909090909091	query_1	['GO:0006412']	5
GO:CC	GO:0044391	ribosomal subunit	1.8814537096973415e-19	True	"""Either of the two subunits of a ribosome: the ribosomal large subunit or the ribosomal small subunit."" [GOC:jl]"	189	30	14	22090	0.4666666666666667	0.07407407407407407	query_1	['GO:0005840', 'GO:1990904']	5
KEGG	KEGG:03010	Ribosome	2.5107033943057418e-15	True	Ribosome	153	30	14	8161	0.4666666666666667	0.0915032679738562	query_1	['KEGG:00000']	5
GO:MF	GO:0003735	structural constituent of ribosome	2.696684766544412e-13	True	"""The action of a molecule that contributes to the structural integrity of the ribosome."" [GOC:mah]"	452	30	14	20139	0.4666666666666667	0.030973451327433628	query_1	['GO:0005198']	5
GO:CC	GO:0005840	ribosome	3.258841393731886e-13	True	"""An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."" [ISBN:0198506732]"	524	30	14	22090	0.4666666666666667	0.026717557251908396	query_1	['GO:0043232']	5
KEGG	KEGG:05171	Coronavirus disease - COVID-19	8.571786826391157e-13	True	Coronavirus disease - COVID-19	231	30	14	8161	0.4666666666666667	0.06060606060606061	query_1	['KEGG:00000']	5
GO:CC	GO:0022627	cytosolic small ribosomal subunit	1.8101339096378928e-12	True	"""The small subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]"	44	21	7	22090	0.3333333333333333	0.1590909090909091	query_1	['GO:0015935', 'GO:0022626']	5
GO:BP	GO:0006412	translation	3.465889056979949e-11	True	"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]"	760	30	15	21010	0.5	0.019736842105263157	query_1	['GO:0009059', 'GO:0010467', 'GO:0019538', 'GO:0043043']	5
GO:BP	GO:0043043	peptide biosynthetic process	5.988005045396983e-11	True	"""The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide."" [GOC:dph, GOC:jl]"	789	30	15	21010	0.5	0.019011406844106463	query_1	['GO:0006518', 'GO:0043604', 'GO:1901566']	5
GO:CC	GO:0015935	small ribosomal subunit	1.3428930284613239e-10	True	"""The smaller of the two subunits of a ribosome."" [GOC:mah]"	79	21	7	22090	0.3333333333333333	0.08860759493670886	query_1	['GO:0044391']	5
GO:CC	GO:0022625	cytosolic large ribosomal subunit	1.432282268259911e-10	True	"""The large subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]"	54	30	7	22090	0.23333333333333334	0.12962962962962962	query_1	['GO:0015934', 'GO:0022626']	5
GO:BP	GO:1901566	organonitrogen compound biosynthetic process	2.207908909553689e-10	True	"""The chemical reactions and pathways resulting in the formation of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1816	30	19	21010	0.6333333333333333	0.010462555066079295	query_1	['GO:1901564', 'GO:1901576']	5
GO:BP	GO:0006518	peptide metabolic process	4.918591754676865e-10	True	"""The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another."" [GOC:go_curators]"	912	30	15	21010	0.5	0.01644736842105263	query_1	['GO:0043603', 'GO:1901564']	5
GO:BP	GO:0043604	amide biosynthetic process	6.228660756324127e-10	True	"""The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."" [GOC:curators]"	927	30	15	21010	0.5	0.016181229773462782	query_1	['GO:0043603', 'GO:0044271']	5
GO:MF	GO:0005198	structural molecule activity	2.931534848673898e-09	True	"""The action of a molecule that contributes to the structural integrity of a complex."" [GOC:mah, GOC:vw]"	1102	30	15	20139	0.5	0.013611615245009074	query_1	['GO:0003674']	5
GO:BP	GO:0043603	amide metabolic process	2.8538457557457212e-08	True	"""The chemical reactions and pathways involving an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group, as carried out by individual cells."" [GOC:curators]"	1210	30	15	21010	0.5	0.012396694214876033	query_1	['GO:0006807']	5
GO:CC	GO:0015934	large ribosomal subunit	3.1502179220871895e-08	True	"""The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."" [ISBN:0198506732]"	114	30	7	22090	0.23333333333333334	0.06140350877192982	query_1	['GO:0044391']	5
GO:CC	GO:0042788	polysomal ribosome	2.041550669568205e-05	True	"""A ribosome bound to mRNA that forms part of a polysome."" [GOC:jl]"	32	30	4	22090	0.13333333333333333	0.125	query_1	['GO:0005840', 'GO:0005844']	5
GO:BP	GO:0042254	ribosome biogenesis	2.4522527511593367e-05	True	"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]"	327	30	8	21010	0.26666666666666666	0.024464831804281346	query_1	['GO:0022613']	5
GO:CC	GO:0032040	small-subunit processome	4.088868122283838e-05	True	"""A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins."" [GOC:krc, GOC:vw, PMID:12068309, PMID:12957375, PMID:15120992, PMID:15590835]"	73	16	4	22090	0.25	0.0547945205479452	query_1	['GO:0030684']	5
GO:CC	GO:0005829	cytosol	4.682274788124033e-05	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5457	30	21	22090	0.7	0.0038482682792743265	query_1	['GO:0005737', 'GO:0110165']	5
GO:CC	GO:0005737	cytoplasm	0.00010893555484170005	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	12251	30	29	22090	0.9666666666666667	0.0023671537017386337	query_1	['GO:0005622', 'GO:0110165']	5
GO:BP	GO:0044271	cellular nitrogen compound biosynthetic process	0.00011812711007661852	True	"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	4860	30	21	21010	0.7	0.004320987654320987	query_1	['GO:0034641', 'GO:0044249']	5
GO:CC	GO:1990904	ribonucleoprotein complex	0.00018300631075326342	True	"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]"	2817	30	15	22090	0.5	0.005324813631522897	query_1	['GO:0032991']	5
GO:CC	GO:0030684	preribosome	0.00019827798415057553	True	"""Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis."" [PMID:10567516]"	108	16	4	22090	0.25	0.037037037037037035	query_1	['GO:1990904']	5
